Label (Grouping),['Total', 'Less than $10000', '$10000 to $14999', '$15000 to $24999', '$25000 to $34999', '$35000 to $49999', '$50000 to $74999', '$75000 to $99999', '$100000 to $149999', '$150000 to $199999', '$200000 or more', 'Median income (dollars)', 'Mean income (dollars)', 'PERCENT ALLOCATED', 'Household income in the past 12 months', 'Family income in the past 12 months', 'Nonfamily income in the past 12 months']
10282 Nonfamily households Margin of Error,['±270', '±6.8', '±3.1', '±7.0', '±3.9', '±3.9', '±3.9', '±4.7', '±13.1', '±9.4', '±18.2', '±59488', '±166762', '', '(X)', '(X)', '(X)']
10301 Households Estimate,['14308', '8.8%', '3.8%', '5.4%', '7.5%', '8.9%', '13.9%', '11.7%', '15.6%', '10.3%', '14.2%', '78053', '111315', '', '52.1%', '(X)', '(X)']
10301 Households Margin of Error,['±579', '±1.6', '±1.3', '±1.6', '±1.9', '±1.8', '±2.4', '±2.2', '±2.2', '±1.6', '±2.2', '±5038', '±7178', '', '(X)', '(X)', '(X)']
10301 Families Estimate,['8720', '6.6%', '1.1%', '3.6%', '5.5%', '9.2%', '13.0%', '10.0%', '16.8%', '13.6%', '20.6%', '102779', '137149', '', '(X)', '54.0%', '(X)']
10301 Families Margin of Error,['±561', '±2.1', '±1.1', '±1.7', '±2.5', '±2.3', '±3.2', '±2.7', '±3.0', '±2.5', '±3.3', '±6687', '±10398', '', '(X)', '(X)', '(X)']
10301 Married-couple families Estimate,['5478', '4.3%', '0.2%', '2.9%', '2.3%', '8.3%', '8.8%', '9.4%', '17.4%', '18.7%', '27.5%', '139569', 'N', '', '(X)', '(X)', '(X)']
10301 Married-couple families Margin of Error,['±541', '±2.0', '±0.4', '±1.8', '±1.5', '±2.8', '±2.9', '±2.7', '±3.9', '±3.7', '±4.5', '±16180', 'N', '', '(X)', '(X)', '(X)']
10301 Nonfamily households Estimate,['5588', '12.4%', '8.2%', '8.9%', '10.8%', '9.5%', '18.5%', '13.1%', '11.5%', '3.7%', '3.4%', '50165', '64931', '', '(X)', '(X)', '48.2%']
10301 Nonfamily households Margin of Error,['±438', '±3.1', '±2.8', '±3.5', '±3.4', '±2.1', '±4.2', '±3.9', '±3.3', '±1.2', '±1.7', '±9681', '±6668', '', '(X)', '(X)', '(X)']
10302 Households Estimate,['5597', '10.3%', '3.1%', '7.8%', '4.6%', '8.8%', '16.7%', '10.4%', '19.0%', '10.0%', '9.4%', '73927', '90391', '', '53.2%', '(X)', '(X)']
10302 Households Margin of Error,['±538', '±4.5', '±1.2', '±2.8', '±2.3', '±4.3', '±4.1', '±3.6', '±3.7', '±2.8', '±3.5', '±11834', '±8139', '', '(X)', '(X)', '(X)']
10302 Families Estimate,['3980', '5.8%', '2.2%', '4.9%', '4.0%', '7.2%', '16.8%', '9.8%', '24.6%', '12.6%', '12.0%', '98538', '106799', '', '(X)', '52.6%', '(X)']
10302 Families Margin of Error,['±424', '±3.7', '±1.7', '±2.8', '±2.4', '±5.3', '±4.7', '±4.2', '±4.6', '±3.8', '±4.7', '±11132', '±8512', '', '(X)', '(X)', '(X)']
10302 Married-couple families Estimate,['2800', '0.3%', '1.5%', '2.5%', '1.8%', '7.2%', '16.5%', '10.9%', '29.0%', '15.5%', '14.8%', '111686', 'N', '', '(X)', '(X)', '(X)']
10302 Married-couple families Margin of Error,['±415', '±0.9', '±1.4', '±2.1', '±1.5', '±6.8', '±5.1', '±5.5', '±5.8', '±4.6', '±6.2', '±15365', 'N', '', '(X)', '(X)', '(X)']
10302 Nonfamily households Estimate,['1617', '27.7%', '6.3%', '15.4%', '8.2%', '7.5%', '15.8%', '8.5%', '4.3%', '4.5%', '1.9%', '25990', '43308', '', '(X)', '(X)', '47.4%']
10302 Nonfamily households Margin of Error,['±338', '±11.0', '±3.6', '±6.8', '±5.7', '±4.0', '±7.3', '±4.6', '±3.7', '±4.3', '±1.8', '±11527', '±9967', '', '(X)', '(X)', '(X)']
10303 Households Estimate,['8387', '11.0%', '5.4%', '5.2%', '5.9%', '6.1%', '18.7%', '9.7%', '17.9%', '13.0%', '7.1%', '69879', '92679', '', '63.8%', '(X)', '(X)']
10303 Households Margin of Error,['±485', '±2.4', '±2.0', '±1.7', '±1.9', '±2.6', '±3.3', '±2.2', '±3.3', '±2.9', '±2.2', '±5480', '±6392', '', '(X)', '(X)', '(X)']
10303 Families Estimate,['6407', '9.6%', '3.9%', '4.0%', '5.7%', '5.2%', '16.3%', '11.6%', '20.3%', '15.7%', '7.7%', '85716', '101540', '', '(X)', '68.5%', '(X)']
10303 Families Margin of Error,['±452', '±2.8', '±2.2', '±1.8', '±2.3', '±2.6', '±3.5', '±2.7', '±4.0', '±3.8', '±2.6', '±8705', '±7481', '', '(X)', '(X)', '(X)']
10303 Married-couple families Estimate,['3655', '2.9%', '1.5%', '3.3%', '6.6%', '2.7%', '16.9%', '9.0%', '23.9%', '21.0%', '12.2%', '117837', 'N', '', '(X)', '(X)', '(X)']
10303 Married-couple families Margin of Error,['±380', '±1.7', '±1.4', '±2.1', '±3.2', '±2.0', '±4.6', '±2.5', '±6.0', '±5.4', '±4.2', '±18466', 'N', '', '(X)', '(X)', '(X)']
10303 Nonfamily households Estimate,['1980', '16.3%', '11.7%', '9.4%', '7.2%', '8.6%', '25.3%', '4.7%', '13.7%', '1.3%', '1.8%', '43654', '55051', '', '(X)', '(X)', '47.9%']
10303 Nonfamily households Margin of Error,['±366', '±6.6', '±4.6', '±4.2', '±3.8', '±4.4', '±10.3', '±2.7', '±6.4', '±1.5', '±1.6', '±16094', '±8867', '', '(X)', '(X)', '(X)']
10304 Households Estimate,['15160', '11.4%', '4.7%', '6.4%', '6.4%', '11.0%', '15.7%', '8.6%', '17.6%', '7.2%', '10.9%', '64539', '100967', '', '56.6%', '(X)', '(X)']
10304 Households Margin of Error,['±829', '±2.3', '±1.9', '±1.6', '±2.0', '±2.4', '±3.5', '±2.0', '±3.5', '±1.7', '±2.2', '±5750', '±9839', '', '(X)', '(X)', '(X)']
10304 Families Estimate,['10335', '6.6%', '4.4%', '3.6%', '3.8%', '12.2%', '15.1%', '8.0%', '22.7%', '9.3%', '14.4%', '89828', '122808', '', '(X)', '60.6%', '(X)']
10304 Families Margin of Error,['±740', '±2.4', '±2.0', '±1.4', '±1.8', '±3.1', '±3.1', '±2.4', '±4.9', '±2.3', '±2.9', '±13770', '±13506', '', '(X)', '(X)', '(X)']
10304 Married-couple families Estimate,['6181', '1.9%', '3.4%', '2.2%', '5.1%', '9.1%', '15.3%', '8.8%', '25.9%', '11.9%', '16.3%', '105594', 'N', '', '(X)', '(X)', '(X)']
10304 Married-couple families Margin of Error,['±503', '±1.3', '±2.4', '±1.6', '±2.7', '±3.4', '±3.4', '±3.3', '±5.1', '±3.0', '±3.5', '±3652', 'N', '', '(X)', '(X)', '(X)']
10304 Nonfamily households Estimate,['4825', '22.2%', '5.5%', '13.0%', '12.0%', '8.4%', '18.1%', '8.2%', '8.1%', '2.4%', '2.1%', '32175', '49743', '', '(X)', '(X)', '47.4%']
10304 Nonfamily households Margin of Error,['±627', '±5.8', '±2.8', '±4.5', '±5.0', '±3.5', '±8.6', '±3.1', '±3.7', '±1.2', '±1.3', '±7990', '±6333', '', '(X)', '(X)', '(X)']
10305 Households Estimate,['15969', '4.9%', '3.3%', '6.6%', '6.6%', '8.9%', '18.8%', '11.6%', '19.5%', '9.2%', '10.7%', '76833', '100743', '', '49.9%', '(X)', '(X)']
10305 Households Margin of Error,['±734', '±1.5', '±1.2', '±1.8', '±2.0', '±1.7', '±3.4', '±2.5', '±3.1', '±2.0', '±1.9', '±5721', '±5657', '', '(X)', '(X)', '(X)']
10305 Families Estimate,['11101', '1.7%', '1.4%', '5.4%', '4.9%', '8.8%', '15.2%', '14.9%', '24.1%', '10.8%', '12.9%', '97586', '114669', '', '(X)', '52.3%', '(X)']
10305 Families Margin of Error,['±742', '±0.9', '±0.7', '±1.5', '±1.8', '±2.2', '±3.5', '±3.4', '±4.0', '±2.5', '±2.6', '±6456', '±6576', '', '(X)', '(X)', '(X)']
10305 Married-couple families Estimate,['8039', '1.1%', '1.0%', '4.4%', '3.9%', '8.8%', '15.0%', '15.4%', '22.1%', '12.3%', '16.0%', '100407', 'N', '', '(X)', '(X)', '(X)']
10305 Married-couple families Margin of Error,['±616', '±1.0', '±0.7', '±2.0', '±1.8', '±2.7', '±3.6', '±4.3', '±4.0', '±3.1', '±3.7', '±6866', 'N', '', '(X)', '(X)', '(X)']
10305 Nonfamily households Estimate,['4868', '12.8%', '8.0%', '10.2%', '10.7%', '8.2%', '27.5%', '7.5%', '9.6%', '2.3%', '3.1%', '50103', '58514', '', '(X)', '(X)', '44.5%']
10305 Nonfamily households Margin of Error,['±608', '±4.6', '±3.6', '±4.7', '±4.6', '±3.1', '±8.0', '±2.8', '±3.1', '±1.5', '±2.7', '±13314', '±7852', '', '(X)', '(X)', '(X)']
10306 Households Estimate,['19820', '3.2%', '3.5%', '6.8%', '7.6%', '7.4%', '14.3%', '12.5%', '19.7%', '11.2%', '13.7%', '88687', '111383', '', '48.3%', '(X)', '(X)']
10306 Households Margin of Error,['±752', '±1.3', '±1.1', '±1.5', '±1.5', '±1.7', '±2.9', '±2.1', '±2.4', '±1.6', '±2.0', '±4533', '±5059', '', '(X)', '(X)', '(X)']
10306 Families Estimate,['14277', '1.5%', '1.7%', '4.5%', '5.5%', '6.3%', '15.1%', '12.5%', '21.8%', '14.6%', '16.5%', '106573', '128284', '', '(X)', '48.4%', '(X)']
10306 Families Margin of Error,['±748', '±0.7', '±0.8', '±1.6', '±1.7', '±2.0', '±3.5', '±2.4', '±2.9', '±2.1', '±2.7', '±9755', '±6993', '', '(X)', '(X)', '(X)']
10306 Married-couple families Estimate,['10315', '1.4%', '1.0%', '2.9%', '3.1%', '5.9%', '12.5%', '13.0%', '22.0%', '17.3%', '21.0%', '120439', 'N', '', '(X)', '(X)', '(X)']
10306 Married-couple families Margin of Error,['±745', '±0.9', '±0.7', '±1.5', '±1.1', '±2.4', '±3.4', '±2.7', '±3.4', '±2.6', '±3.4', '±8597', 'N', '', '(X)', '(X)', '(X)']
10306 Nonfamily households Estimate,['5543', '8.2%', '8.1%', '14.3%', '13.0%', '11.2%', '13.0%', '12.0%', '12.8%', '3.7%', '3.7%', '43137', '61877', '', '(X)', '(X)', '45.8%']
10306 Nonfamily households Margin of Error,['±480', '±3.5', '±3.3', '±3.8', '±3.4', '±3.7', '±3.9', '±4.1', '±3.6', '±2.0', '±1.9', '±9432', '±6300', '', '(X)', '(X)', '(X)']
10307 Households Estimate,['5146', '2.9%', '2.4%', '2.8%', '5.9%', '6.6%', '15.9%', '7.7%', '21.0%', '12.2%', '22.7%', '117469', '136066', '', '47.8%', '(X)', '(X)']
10307 Households Margin of Error,['±338', '±1.8', '±2.1', '±1.4', '±2.5', '±2.9', '±5.0', '±2.6', '±5.0', '±4.7', '±4.5', '±12054', '±11731', '', '(X)', '(X)', '(X)']
10307 Families Estimate,['3858', '1.7%', '1.4%', '0.2%', '3.2%', '5.7%', '16.8%', '7.0%', '22.1%', '13.5%', '28.5%', '129054', '154964', '', '(X)', '52.1%', '(X)']
10307 Families Margin of Error,['±383', '±1.2', '±2.0', '±0.3', '±2.1', '±2.8', '±5.0', '±2.6', '±5.5', '±5.4', '±5.3', '±9444', '±13716', '', '(X)', '(X)', '(X)']
10307 Married-couple families Estimate,['3271', '0.6%', '0.2%', '0.0%', '2.0%', '6.0%', '14.9%', '7.0%', '24.4%', '14.2%', '30.8%', '133587', 'N', '', '(X)', '(X)', '(X)']
10307 Married-couple families Margin of Error,['±362', '±0.6', '±0.4', '±1.1', '±1.6', '±3.2', '±5.9', '±2.8', '±6.6', '±6.1', '±5.8', '±14558', 'N', '', '(X)', '(X)', '(X)']
10307 Nonfamily households Estimate,['1288', '7.5%', '5.1%', '10.6%', '13.9%', '11.9%', '14.4%', '9.4%', '15.6%', '6.4%', '5.1%', '50451', '72969', '', '(X)', '(X)', '33.4%']
10307 Nonfamily households Margin of Error,['±238', '±6.3', '±6.5', '±5.5', '±7.7', '±7.1', '±8.7', '±6.0', '±9.5', '±7.4', '±4.2', '±8622', '±15271', '', '(X)', '(X)', '(X)']
10308 Households Estimate,['10488', '3.5%', '2.7%', '3.4%', '4.0%', '5.8%', '10.9%', '13.7%', '22.4%', '15.5%', '18.2%', '116082', '126978', '', '54.3%', '(X)', '(X)']
10308 Households Margin of Error,['±636', '±1.9', '±1.2', '±1.7', '±1.3', '±2.2', '±2.8', '±2.7', '±3.3', '±3.2', '±3.8', '±9754', '±7777', '', '(X)', '(X)', '(X)']
10308 Families Estimate,['8360', '0.4%', '1.7%', '1.8%', '1.7%', '4.6%', '10.4%', '15.3%', '25.0%', '19.5%', '19.7%', '132328', '140874', '', '(X)', '54.0%', '(X)']
10308 Families Margin of Error,['±616', '±0.4', '±1.1', '±1.0', '±0.9', '±2.2', '±3.2', '±3.3', '±3.9', '±4.2', '±4.3', '±17209', '±7786', '', '(X)', '(X)', '(X)']
10308 Married-couple families Estimate,['6940', '0.2%', '1.9%', '1.6%', '1.3%', '3.6%', '8.4%', '14.2%', '25.3%', '22.3%', '21.2%', '139497', 'N', '', '(X)', '(X)', '(X)']
10308 Married-couple families Margin of Error,['±677', '±0.3', '±1.3', '±1.0', '±0.8', '±1.9', '±3.2', '±3.1', '±4.7', '±4.8', '±5.0', '±6180', 'N', '', '(X)', '(X)', '(X)']
10308 Nonfamily households Estimate,['2128', '15.8%', '6.6%', '9.5%', '13.0%', '10.5%', '12.8%', '14.1%', '10.7%', '4.9%', '2.1%', '45893', '57817', '', '(X)', '(X)', '54.1%']
10308 Nonfamily households Margin of Error,['±371', '±8.2', '±4.4', '±6.5', '±5.9', '±5.9', '±5.1', '±5.6', '±7.0', '±3.6', '±2.3', '±16898', '±11554', '', '(X)', '(X)', '(X)']
10309 Households Estimate,['12114', '5.1%', '6.2%', '4.2%', '3.3%', '6.7%', '13.3%', '8.6%', '17.6%', '15.0%', '20.2%', '107500', '133325', '', '50.2%', '(X)', '(X)']
10309 Households Margin of Error,['±833', '±2.2', '±3.6', '±1.6', '±1.2', '±2.2', '±4.0', '±2.4', '±3.4', '±2.9', '±3.1', '±14840', '±11652', '', '(X)', '(X)', '(X)']
10309 Families Estimate,['9253', '2.4%', '1.8%', '3.4%', '3.0%', '7.0%', '12.1%', '9.2%', '19.5%', '18.3%', '23.3%', '125028', '149645', '', '(X)', '54.5%', '(X)']
10309 Families Margin of Error,['±645', '±1.6', '±1.2', '±1.6', '±1.5', '±2.5', '±4.3', '±2.6', '±3.7', '±3.6', '±3.6', '±20602', '±13505', '', '(X)', '(X)', '(X)']
10309 Married-couple families Estimate,['7599', '1.6%', '1.6%', '3.6%', '2.7%', '6.1%', '11.4%', '8.0%', '18.0%', '21.3%', '25.6%', '143060', 'N', '', '(X)', '(X)', '(X)']
10309 Married-couple families Margin of Error,['±615', '±1.6', '±1.2', '±1.9', '±1.6', '±2.8', '±4.9', '±2.7', '±4.0', '±4.4', '±4.5', '±16913', 'N', '', '(X)', '(X)', '(X)']
10309 Nonfamily households Estimate,['2861', '14.4%', '20.3%', '6.9%', '4.1%', '5.7%', '16.6%', '7.4%', '13.4%', '5.1%', '6.1%', '46506', '70780', '', '(X)', '(X)', '35.6%']
10309 Nonfamily households Margin of Error,['±617', '±7.7', '±13.1', '±4.6', '±2.9', '±3.6', '±7.8', '±5.1', '±8.2', '±4.1', '±3.6', '±27107', '±16989', '', '(X)', '(X)', '(X)']
10310 Households Estimate,['9070', '8.3%', '3.0%', '5.1%', '4.2%', '9.4%', '12.8%', '9.2%', '20.4%', '16.2%', '11.4%', '96161', '108100', '', '47.8%', '(X)', '(X)']
10310 Households Margin of Error,['±542', '±2.0', '±1.2', '±1.7', '±1.6', '±3.2', '±2.2', '±1.9', '±3.2', '±3.9', '±2.2', '±13046', '±6577', '', '(X)', '(X)', '(X)']
10310 Families Estimate,['6729', '6.1%', '1.5%', '3.9%', '3.8%', '8.1%', '10.9%', '9.4%', '23.0%', '19.2%', '14.0%', '114332', '121223', '', '(X)', '48.9%', '(X)']
10310 Families Margin of Error,['±544', '±2.3', '±1.1', '±1.9', '±2.1', '±3.8', '±2.5', '±2.2', '±4.3', '±5.1', '±3.1', '±9455', '±9053', '', '(X)', '(X)', '(X)']
10310 Married-couple families Estimate,['4604', '4.7%', '1.2%', '1.6%', '2.7%', '6.7%', '10.8%', '7.5%', '26.2%', '19.9%', '18.7%', '125552', 'N', '', '(X)', '(X)', '(X)']
10310 Married-couple families Margin of Error,['±454', '±2.7', '±1.2', '±1.2', '±2.6', '±4.7', '±3.1', '±2.3', '±5.4', '±5.7', '±4.4', '±7346', 'N', '', '(X)', '(X)', '(X)']
10310 Nonfamily households Estimate,['2341', '14.5%', '7.9%', '8.6%', '5.6%', '14.7%', '18.3%', '9.1%', '13.2%', '5.5%', '2.5%', '48227', '64135', '', '(X)', '(X)', '43.9%']
10310 Nonfamily households Margin of Error,['±313', '±4.2', '±3.5', '±3.6', '±2.7', '±5.8', '±5.0', '±4.0', '±4.3', '±2.9', '±1.7', '±8021', '±7019', '', '(X)', '(X)', '(X)']
10311 Households Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '-', '(X)', '(X)']
10311 Households Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
10311 Families Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '(X)', '-', '(X)']
10311 Families Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
10311 Married-couple families Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '(X)', '(X)', '(X)']
10311 Married-couple families Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
10311 Nonfamily households Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '(X)', '(X)', '-']
10311 Nonfamily households Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
10312 Households Estimate,['21708', '3.1%', '2.1%', '4.2%', '5.7%', '8.4%', '12.7%', '13.3%', '19.4%', '14.8%', '16.3%', '100875', '123417', '', '56.3%', '(X)', '(X)']
10312 Households Margin of Error,['±850', '±1.2', '±0.9', '±1.1', '±1.4', '±1.7', '±2.1', '±2.3', '±2.0', '±2.1', '±1.9', '±5703', '±5604', '', '(X)', '(X)', '(X)']
10312 Families Estimate,['16800', '1.5%', '2.0%', '2.4%', '3.7%', '6.2%', '13.1%', '12.8%', '21.0%', '17.4%', '20.0%', '119302', '138577', '', '(X)', '56.9%', '(X)']
10312 Families Margin of Error,['±857', '±0.8', '±1.1', '±1.0', '±1.3', '±1.9', '±2.6', '±2.4', '±2.0', '±2.5', '±2.4', '±10928', '±6588', '', '(X)', '(X)', '(X)']
10312 Married-couple families Estimate,['13119', '0.3%', '0.9%', '1.7%', '3.0%', '5.2%', '12.1%', '11.4%', '22.1%', '19.2%', '24.0%', '134880', 'N', '', '(X)', '(X)', '(X)']
10312 Married-couple families Margin of Error,['±665', '±0.3', '±0.6', '±0.8', '±1.4', '±1.9', '±2.4', '±2.4', '±2.2', '±2.8', '±2.8', '±6989', 'N', '', '(X)', '(X)', '(X)']
10312 Nonfamily households Estimate,['4908', '9.8%', '2.9%', '10.6%', '12.7%', '16.0%', '13.7%', '14.5%', '13.7%', '3.3%', '2.8%', '48848', '64730', '', '(X)', '(X)', '52.0%']
10312 Nonfamily households Margin of Error,['±531', '±3.7', '±1.7', '±3.6', '±4.0', '±3.8', '±3.9', '±4.9', '±3.9', '±2.0', '±1.8', '±4863', '±6908', '', '(X)', '(X)', '(X)']
10314 Households Estimate,['31761', '3.8%', '2.8%', '5.1%', '6.6%', '9.7%', '12.9%', '11.9%', '19.0%', '12.2%', '16.1%', '94578', '116963', '', '51.1%', '(X)', '(X)']
10314 Households Margin of Error,['±731', '±1.0', '±0.9', '±0.9', '±1.3', '±1.3', '±1.6', '±1.4', '±1.6', '±1.6', '±1.7', '±5196', '±3835', '', '(X)', '(X)', '(X)']
10314 Families Estimate,['23621', '2.9%', '1.6%', '3.2%', '5.0%', '8.0%', '12.2%', '12.1%', '21.0%', '14.1%', '19.9%', '111490', '131777', '', '(X)', '52.9%', '(X)']
10314 Families Margin of Error,['±892', '±1.2', '±0.7', '±0.9', '±1.3', '±1.4', '±1.8', '±1.5', '±1.8', '±2.0', '±2.1', '±8023', '±5073', '', '(X)', '(X)', '(X)']
10314 Married-couple families Estimate,['18109', '1.7%', '0.8%', '2.8%', '3.9%', '7.3%', '12.7%', '10.8%', '20.2%', '16.2%', '23.4%', '126211', 'N', '', '(X)', '(X)', '(X)']
10314 Married-couple families Margin of Error,['±896', '±1.2', '±0.6', '±0.9', '±1.3', '±1.7', '±2.0', '±1.8', '±2.0', '±2.3', '±2.4', '±6392', 'N', '', '(X)', '(X)', '(X)']
10314 Nonfamily households Estimate,['8140', '7.5%', '6.8%', '11.1%', '11.8%', '13.6%', '15.0%', '13.1%', '13.5%', '4.9%', '2.8%', '49044', '64208', '', '(X)', '(X)', '42.9%']
10314 Nonfamily households Margin of Error,['±657', '±2.5', '±2.8', '±2.8', '±2.7', '±3.7', '±3.7', '±3.2', '±3.3', '±2.0', '±1.4', '±7286', '±4617', '', '(X)', '(X)', '(X)']
10451 Households Estimate,['20434', '17.0%', '11.2%', '12.9%', '9.7%', '12.9%', '14.3%', '7.8%', '7.6%', '3.0%', '3.6%', '33945', '54313', '', '38.9%', '(X)', '(X)']
10451 Households Margin of Error,['±883', '±2.5', '±2.1', '±2.3', '±1.9', '±2.4', '±2.6', '±2.0', '±2.0', '±0.9', '±1.5', '±4114', '±4600', '', '(X)', '(X)', '(X)']
10451 Families Estimate,['11462', '14.9%', '7.8%', '12.1%', '9.8%', '13.0%', '14.1%', '11.0%', '10.0%', '3.5%', '3.8%', '41624', '62466', '', '(X)', '45.5%', '(X)']
10451 Families Margin of Error,['±771', '±3.7', '±2.6', '±3.2', '±2.4', '±3.5', '±2.9', '±3.3', '±3.1', '±1.4', '±1.6', '±5225', '±7162', '', '(X)', '(X)', '(X)']
10451 Married-couple families Estimate,['3942', '2.2%', '2.7%', '9.4%', '8.9%', '11.8%', '13.7%', '17.4%', '16.6%', '8.5%', '8.7%', '80600', 'N', '', '(X)', '(X)', '(X)']
10451 Married-couple families Margin of Error,['±489', '±1.7', '±2.3', '±3.9', '±4.4', '±4.7', '±5.1', '±5.4', '±6.6', '±4.0', '±3.9', '±15712', 'N', '', '(X)', '(X)', '(X)']
10451 Nonfamily households Estimate,['8972', '20.7%', '16.4%', '14.0%', '9.5%', '14.4%', '13.5%', '4.5%', '2.4%', '1.6%', '3.1%', '22757', '39868', '', '(X)', '(X)', '28.8%']
10451 Nonfamily households Margin of Error,['±885', '±3.5', '±3.6', '±3.1', '±3.0', '±3.3', '±3.9', '±1.7', '±0.9', '±1.1', '±2.8', '±4793', '±6018', '', '(X)', '(X)', '(X)']
10452 Households Estimate,['27940', '14.3%', '10.7%', '13.4%', '12.8%', '16.8%', '14.7%', '8.5%', '6.0%', '1.7%', '1.0%', '33877', '44666', '', '45.0%', '(X)', '(X)']
10452 Households Margin of Error,['±934', '±2.4', '±2.3', '±2.3', '±2.0', '±2.2', '±2.2', '±1.6', '±1.4', '±0.7', '±0.4', '±2678', '±2336', '', '(X)', '(X)', '(X)']
